Date,Open,High,Low,Close,Adj Close,Volume
2011-12-15,182.10325622558594,182.7915802001953,178.67112731933594,179.2351837158203,113.64115142822266,4680327
2011-12-16,179.7418670654297,179.7418670654297,173.91014099121094,175.49713134765625,111.27106475830078,12394472
2011-12-19,176.3957977294922,176.56787109375,174.2351837158203,174.84703063964844,110.85887145996094,5271735
2011-12-20,177.34225463867188,179.09178161621094,176.63479614257812,179.0057373046875,113.49563598632812,4958145
2011-12-21,175.1625213623047,175.43020629882812,171.16635131835938,173.48948669433594,109.99817657470703,9709495
2011-12-22,174.67495727539062,174.76100158691406,173.04014587402344,174.034423828125,110.34368896484375,5284392
2011-12-23,175.05735778808594,176.72084045410156,173.89100646972656,176.625244140625,111.98636627197266,3192706
2011-12-27,176.8355712890625,177.67686462402344,176.28106689453125,176.81643676757812,112.10758209228516,2902859
2011-12-28,177.04588317871094,177.2466583251953,175.27725219726562,175.89866638183594,111.52566528320312,3004112
2011-12-29,175.9751434326172,178.04014587402344,175.91778564453125,177.9923553466797,112.85311889648438,3076914
2011-12-30,178.13575744628906,178.27915954589844,175.7648162841797,175.7935028076172,111.45899963378906,3693321
2012-01-03,178.51815795898438,180.4110870361328,177.8202667236328,178.10707092285156,112.9258804321289,5905716
2012-01-04,177.4091796875,178.13575744628906,176.806884765625,177.3804931640625,112.46521759033203,4546648
2012-01-05,176.68260192871094,176.89292907714844,175.0478057861328,176.53919982910156,111.93179321289062,4668403
2012-01-06,176.28106689453125,176.3671112060547,174.29254150390625,174.51242065429688,110.64676666259766,5122367
2012-01-09,174.1873779296875,174.25430297851562,172.34225463867188,173.6042022705078,110.0709457397461,5440455
2012-01-10,175.17208862304688,175.64053344726562,173.23135375976562,173.33651733398438,109.90119934082031,5398406
2012-01-11,172.7820281982422,174.7705535888672,172.5621337890625,174.30210876464844,110.51344299316406,4299897
2012-01-12,173.86233520507812,173.91014099121094,170.53536987304688,172.6099395751953,109.4405288696289,7197526
2012-01-13,171.58700561523438,171.71128845214844,169.55067443847656,171.28106689453125,108.59796905517578,5522043
2012-01-17,172.4282989501953,173.9961700439453,171.4340362548828,172.08413696289062,109.10713195800781,6279556
2012-01-18,171.92160034179688,173.61376953125,171.6061248779297,173.10707092285156,109.75574493408203,4812228
2012-01-19,173.79541015625,174.34034729003906,172.41873168945312,172.58126831054688,109.42231750488281,8961291
2012-01-20,177.6003875732422,180.65965270996094,176.625244140625,180.2294464111328,114.27153015136719,13440786
2012-01-23,179.64627075195312,182.14149475097656,179.4168243408203,181.625244140625,115.1565170288086,6016278
2012-01-24,180.33460998535156,183.8432159423828,180.2294464111328,183.48948669433594,116.33851623535156,5591602
2012-01-25,182.91586303710938,183.78585815429688,181.27151489257812,183.29827880859375,116.21724700927734,4560246
2012-01-26,183.3556365966797,184.31166076660156,182.09368896484375,182.58126831054688,115.76270294189453,4188916
2012-01-27,181.65391540527344,183.33651733398438,181.46270751953125,182.08413696289062,115.44745635986328,3514978
2012-01-30,181.06118774414062,184.25430297851562,179.94264221191406,184.034423828125,116.68400573730469,4559514
2012-01-31,184.5984649658203,184.6080322265625,182.6003875732422,184.13002014160156,116.74459838867188,5048833
2012-02-01,184.71319580078125,186.24282836914062,183.94837951660156,184.14913940429688,116.75678253173828,5322885
2012-02-02,184.24473571777344,184.82791137695312,182.91586303710938,183.10707092285156,116.0960693359375,4087036
2012-02-03,184.4455108642578,185.5927276611328,184.07266235351562,185.12428283691406,117.37503051757812,4729698
2012-02-06,184.01528930664062,185.23899841308594,183.55641174316406,184.34034729003906,116.87800598144531,3807231
2012-02-07,183.9866180419922,185.602294921875,183.52772521972656,184.84703063964844,117.1992416381836,3590918
2012-02-08,184.30210876464844,185.06692504882812,183.29827880859375,184.46463012695312,117.41223907470703,3978775
2012-02-09,184.54110717773438,185.90821838378906,184.08221435546875,184.63670349121094,117.52174377441406,4054714
2012-02-10,183.32696533203125,183.96749877929688,182.86807250976562,183.9579315185547,117.08972930908203,3547091
2012-02-13,184.8087921142578,185.17208862304688,183.30784606933594,184.14913940429688,117.21141815185547,2571905
2012-02-14,183.32696533203125,184.13002014160156,182.4378662109375,183.7667236328125,116.9679946899414,3554413
2012-02-15,183.85276794433594,184.93307495117188,182.8489532470703,183.79541015625,116.98627471923828,4205861
2012-02-16,184.1395721435547,184.75143432617188,183.55641174316406,184.53155517578125,117.454833984375,3687673
2012-02-17,185.1912078857422,185.33460998535156,183.8432159423828,184.91395568847656,117.6982192993164,3918839
2012-02-21,185.2103271484375,185.69789123535156,183.9961700439453,184.88528442382812,117.67996978759766,3445106
2012-02-22,184.54110717773438,186.1759033203125,184.27342224121094,185.3441619873047,117.97203826904297,3426487
2012-02-23,185.3441619873047,190.46844482421875,184.78012084960938,188.91969299316406,120.24786376953125,8402204
2012-02-24,189.6558380126953,189.82791137695312,187.9636688232422,189.06309509277344,120.33912658691406,3507447
2012-02-27,188.12619018554688,189.9713134765625,187.47610473632812,188.8432159423828,120.1992416381836,3931286
2012-02-28,189.0535430908203,190.2103271484375,188.7476043701172,189.27342224121094,120.47303771972656,3313100
2012-02-29,189.15870666503906,190.4110870361328,187.81069946289062,188.07839965820312,119.71240997314453,5352487
2012-03-01,188.55641174316406,189.7418670654297,188.26959228515625,188.8432159423828,120.1992416381836,3724074
2012-03-02,188.43212890625,190.14340209960938,188.3938751220703,190.06692504882812,120.9781265258789,3898860
2012-03-05,189.63670349121094,192.34225463867188,189.579345703125,191.8355712890625,122.10379791259766,7257148
2012-03-06,190.38241577148438,190.8604278564453,188.15487670898438,188.5850830078125,120.0348892211914,5454576
2012-03-07,189.3785858154297,189.8374786376953,188.6328887939453,189.07266235351562,120.34526062011719,3500857
2012-03-08,190.47801208496094,191.1950225830078,189.91395568847656,191.02294921875,121.58659362792969,3290507
2012-03-09,191.1854705810547,192.25621032714844,190.93690490722656,191.7973175048828,122.07951354980469,3324397
2012-03-12,192.09368896484375,192.70555114746094,191.42446899414062,192.16061401367188,122.31074523925781,3263206
2012-03-13,192.8489532470703,194.93307495117188,192.74378967285156,194.818359375,124.0024185180664,5089836
2012-03-14,194.818359375,196.12811279296875,194.68450927734375,195.71701049804688,124.57439422607422,4814006
2012-03-15,195.92733764648438,197.11280822753906,195.73614501953125,196.9407196044922,125.35331726074219,3787671
2012-03-16,197.92543029785156,198.3938751220703,196.95028686523438,196.95028686523438,125.35939025878906,10080302
2012-03-19,196.66348266601562,197.44741821289062,195.50669860839844,196.67303466796875,125.18295288085938,3936307
2012-03-20,195.73614501953125,195.98471069335938,194.7418670654297,195.26768493652344,124.28839111328125,3865075
2012-03-21,195.33460998535156,196.72084045410156,195.31549072265625,195.68833923339844,124.55615234375,3483075
2012-03-22,195.0286865234375,196.93116760253906,194.9904327392578,196.45315551757812,125.04292297363281,3459959
2012-03-23,196.8355712890625,196.90248107910156,195.56405639648438,196.44358825683594,125.03685760498047,3175865
2012-03-26,197.37094116210938,198.7762908935547,197.2466583251953,198.6328887939453,126.43034362792969,3575437
2012-03-27,199.29254150390625,199.48374938964844,197.89674377441406,198.06883239746094,126.07135772705078,2828907
2012-03-28,198.31739807128906,199.51242065429688,197.1988525390625,198.1739959716797,126.13827514648438,3415922
2012-03-29,197.02676391601562,199.33078002929688,196.95985412597656,199.11090087890625,126.73458862304688,3560270
2012-03-30,199.5602264404297,199.92352294921875,198.86233520507812,199.47418212890625,126.96585845947266,3363099
2012-04-02,199.7705535888672,200.46844482421875,198.93881225585938,200.2581329345703,127.4648666381836,3543743
2012-04-03,200.10516357421875,201.42446899414062,199.3690185546875,200.28680419921875,127.48308563232422,4279709
2012-04-04,197.1510467529297,197.87762451171875,196.16635131835938,196.988525390625,125.38373565673828,4606584
2012-04-05,196.12811279296875,196.63479614257812,195.46844482421875,196.4340362548828,125.03082275390625,3984214
2012-04-09,195.4110870361328,197.10325622558594,194.4263916015625,195.92733764648438,124.70823669433594,3479937
2012-04-10,195.92733764648438,196.69215393066406,193.27915954589844,193.43212890625,123.12007904052734,4323013
2012-04-11,195.0191192626953,195.33460998535156,193.55641174316406,193.67112731933594,123.272216796875,3521045
2012-04-12,193.88145446777344,196.52008056640625,193.72848510742188,196.29063415527344,124.93951416015625,3064362
2012-04-13,195.33460998535156,195.6501007080078,193.88145446777344,193.88145446777344,123.40603637695312,3940282
2012-04-16,195.73614501953125,196.91204833984375,193.8049774169922,193.8049774169922,123.35738372802734,4002624
2012-04-17,195.5736083984375,198.50860595703125,195.17208862304688,198.32696533203125,126.23564910888672,6344513
2012-04-18,193.52772521972656,195.09559631347656,191.20458984375,191.32887268066406,121.78133392333984,10620561
2012-04-19,191.2332763671875,192.4091796875,188.83364868164062,190.73614501953125,121.4040298461914,6027993
2012-04-20,191.0420684814453,191.31930541992188,190.33460998535156,190.82217407226562,121.45880889892578,4977077
2012-04-23,189.1873779296875,190.3441619873047,188.13575744628906,189.88528442382812,120.86247253417969,3785265
2012-04-24,190.30592346191406,193.57553100585938,190.12428283691406,191.20458984375,121.70220184326172,5885110
2012-04-25,193.13575744628906,194.73231506347656,192.92543029785156,194.61758422851562,123.87455749511719,4187556
2012-04-26,194.45506286621094,197.14149475097656,194.45506286621094,196.53919982910156,125.09770202636719,3454624
2012-04-27,197.3900604248047,199.01528930664062,196.8546905517578,197.71510314941406,125.84619140625,3657757
2012-04-30,197.6195068359375,198.8145294189453,197.2466583251953,197.97323608398438,126.01050567626953,2900767
2012-05-01,198.06883239746094,199.7418670654297,197.6195068359375,198.85276794433594,126.57028198242188,2840831
2012-05-02,197.86807250976562,199.11090087890625,197.81069946289062,198.91014099121094,126.60686492919922,2468874
2012-05-03,199.11090087890625,199.73231506347656,197.46653747558594,198.12619018554688,126.1078109741211,2956624
2012-05-04,197.3900604248047,198.0019073486328,195.4110870361328,195.9751434326172,124.73871612548828,4208686
2012-05-07,194.9904327392578,195.7648162841797,193.97705078125,194.7896728515625,123.98413848876953,3528576
2012-05-08,193.53729248046875,194.13002014160156,190.93690490722656,192.6195068359375,123.116455078125,4060049
2012-05-09,191.1950225830078,194.07266235351562,190.30592346191406,192.3804931640625,122.96366119384766,3914655
2012-05-10,192.16061401367188,194.31166076660156,191.2237091064453,191.7781982421875,122.57869720458984,4006703
2012-05-11,191.16635131835938,193.23135375976562,191.1567840576172,192.32313537597656,122.92701721191406,2501509
2012-05-14,191.12811279296875,191.88336181640625,189.82791137695312,190.66921997070312,121.86988067626953,3168543
2012-05-15,190.66921997070312,192.6099395751953,190.0191192626953,190.28680419921875,121.62545013427734,3124820
2012-05-16,190.6501007080078,192.49522399902344,189.46463012695312,190.9464569091797,122.04708862304688,5231046
2012-05-17,190.88909912109375,191.95985412597656,188.94837951660156,189.1873779296875,120.92276000976562,5885110
2012-05-18,190.03823852539062,190.03823852539062,186.5774383544922,187.26577758789062,119.69451141357422,6001007
2012-05-21,187.3613739013672,189.22561645507812,186.07073974609375,189.06309509277344,120.84326934814453,4007958
2012-05-22,189.33078002929688,189.54110717773438,187.4378662109375,188.1644287109375,120.26892852783203,3731187
2012-05-23,186.93116760253906,187.8489532470703,184.70362854003906,187.49522399902344,119.84114837646484,4288600
2012-05-24,187.37094116210938,187.64817810058594,185.46844482421875,187.46653747558594,119.82282257080078,3733488
2012-05-25,186.52963256835938,187.3804931640625,185.46844482421875,185.75526428222656,118.72904205322266,3035387
2012-05-29,186.63479614257812,189.3690185546875,186.63479614257812,187.8202667236328,120.04890441894531,3784951
2012-05-30,186.2332763671875,186.87380981445312,185.24856567382812,185.9751434326172,118.8696060180664,3768215
2012-05-31,185.56405639648438,186.35755920410156,183.55641174316406,184.4168243408203,117.87353515625,9714725
2012-06-01,181.7590789794922,183.28871154785156,180.30592346191406,180.7648162841797,115.53927612304688,5445894
2012-06-04,180.05735778808594,181.05162048339844,178.7762908935547,180.24856567382812,115.20932006835938,4837227
2012-06-05,179.6558380126953,181.50096130371094,179.31166076660156,180.87954711914062,115.61262512207031,3720099
2012-06-06,182.3900604248047,185.46844482421875,181.66348266601562,185.45889282226562,118.53958892822266,3808800
2012-06-07,186.69215393066406,187.2179718017578,185.4110870361328,185.88909912109375,118.81458282470703,3871351
2012-06-08,185.1912078857422,186.55831909179688,184.22561645507812,186.55831909179688,119.2422866821289,2593243
2012-06-11,187.95411682128906,188.04971313476562,183.91014099121094,184.04397583007812,117.6352310180664,3423872
2012-06-12,183.69024658203125,186.10899353027344,183.69024658203125,185.9942626953125,118.88179779052734,3162790
2012-06-13,185.8126220703125,186.6061248779297,183.89100646972656,184.6080322265625,117.99578094482422,3397094
2012-06-14,184.51242065429688,187.2179718017578,184.26385498046875,186.52008056640625,119.2178955078125,3749910
2012-06-15,187.4569854736328,190.50669860839844,186.806884765625,190.3441619873047,121.66212463378906,6682894
2012-06-18,188.88145446777344,190.8604278564453,188.49903869628906,189.56979370117188,121.16718292236328,3534329
2012-06-19,190.08604431152344,191.1950225830078,190.05735778808594,190.181640625,121.55824279785156,3449290
2012-06-20,189.96176147460938,190.95602416992188,188.8145294189453,190.03823852539062,121.46659088134766,3533597
2012-06-21,190.31549072265625,190.67877197265625,184.69407653808594,184.88528442382812,118.1729507446289,4515164
2012-06-22,185.3441619873047,186.30975341796875,184.72274780273438,185.181640625,118.36238098144531,9228858
2012-06-25,184.01528930664062,184.88528442382812,183.25047302246094,184.3785858154297,117.84907531738281,3359334
2012-06-26,185.0286865234375,185.1625213623047,182.3613739013672,183.50860595703125,117.29301452636719,3593951
2012-06-27,183.69024658203125,185.181640625,182.50477600097656,184.51242065429688,117.93466186523438,2889784
2012-06-28,182.8202667236328,183.6328887939453,180.5927276611328,182.9827880859375,116.95699310302734,4149796
2012-06-29,185.9942626953125,187.1988525390625,183.94837951660156,186.97897338867188,119.51118469238281,5501542
2012-07-02,187.72467041015625,188.52772521972656,186.28106689453125,187.2179718017578,119.66395568847656,2957042
2012-07-03,186.86424255371094,187.70555114746094,186.3384246826172,187.31358337402344,119.72509002685547,1517118
2012-07-05,186.30975341796875,188.193115234375,185.11471557617188,186.70172119140625,119.33396911621094,2813949
2012-07-06,185.3919677734375,185.4110870361328,181.3957977294922,182.9923553466797,116.96312713623047,5180733
2012-07-09,182.37094116210938,182.6003875732422,179.78012084960938,181.32887268066406,115.8998031616211,4171553
2012-07-10,181.93116760253906,182.73422241210938,177.4378662109375,178.06883239746094,113.81611633300781,4906054
2012-07-11,178.0305938720703,179.12045288085938,175.4397735595703,177.10325622558594,113.19891357421875,5707081
2012-07-12,176.14723205566406,176.28106689453125,173.85276794433594,175.03823852539062,111.8790283203125,5158140
2012-07-13,175.3919677734375,178.13575744628906,174.9808807373047,177.829833984375,113.66332244873047,4113918
2012-07-16,177.41873168945312,177.91586303710938,176.46270751953125,176.66348266601562,112.91785430908203,3289042
2012-07-17,177.5621337890625,178.09751892089844,175.14340209960938,175.5736083984375,112.22124481201172,5395896
2012-07-18,176.05162048339844,180.29637145996094,175.47801208496094,179.9713134765625,115.0321044921875,8388397
2012-07-19,184.89483642578125,188.193115234375,184.48374938964844,186.74952697753906,119.3645248413086,10873588
2012-07-20,185.5544891357422,186.32887268066406,183.71893310546875,183.9866180419922,117.59857177734375,5010026
2012-07-23,181.4340362548828,182.88719177246094,179.92352294921875,182.4378662109375,116.60865020751953,4084107
2012-07-24,182.52389526367188,182.90631103515625,180.26768493652344,181.9694061279297,116.30925750732422,3762567
2012-07-25,181.9407196044922,184.29254150390625,180.9942626953125,182.67686462402344,116.76142120361328,4010155
2012-07-26,184.9808807373047,186.37667846679688,184.10133361816406,185.420654296875,118.51519775390625,3433913
2012-07-27,186.52008056640625,188.72848510742188,185.420654296875,187.7533416748047,120.00614929199219,4369456
2012-07-30,187.68641662597656,189.1395721435547,187.30401611328125,188.0305938720703,120.18331909179688,2915202
2012-07-31,187.85850524902344,188.89100646972656,187.26577758789062,187.3613739013672,119.7556381225586,3668322
2012-08-01,188.29827880859375,189.14913940429688,186.1567840576172,186.5965576171875,119.26677703857422,2677028
2012-08-02,185.6214141845703,187.95411682128906,184.53155517578125,185.89866638183594,118.8206787109375,2941980
2012-08-03,187.83938598632812,190.2007598876953,187.53346252441406,189.7896728515625,121.30770874023438,3428893
2012-08-06,190.0191192626953,191.14723205566406,189.7896728515625,190.0191192626953,121.4543685913086,2445339
2012-08-07,190.65965270996094,192.04588317871094,190.05735778808594,191.13766479492188,122.16931915283203,3357032
2012-08-08,189.55067443847656,190.90821838378906,189.4455108642578,190.27725219726562,122.13861846923828,2163442
2012-08-09,189.88528442382812,190.68833923339844,189.1873779296875,189.69407653808594,121.76428985595703,2259465
2012-08-10,189.1682586669922,190.602294921875,188.5659637451172,190.52581787109375,122.29814910888672,2720123
2012-08-13,190.13385009765625,191.1854705810547,189.09178161621094,190.2581329345703,122.12633514404297,2529542
2012-08-14,190.13385009765625,190.56405639648438,189.0248565673828,189.56979370117188,121.68450927734375,2680166
2012-08-15,190.15296936035156,190.56405639648438,189.216064453125,189.67495727539062,121.75200653076172,2208943
2012-08-16,190.0286865234375,192.46653747558594,189.4072723388672,192.0076446533203,123.24933624267578,2855057
2012-08-17,192.23709106445312,193.11663818359375,191.8355712890625,192.37094116210938,123.4825439453125,2669183
2012-08-20,191.86424255371094,192.28489685058594,191.2332763671875,191.68260192871094,123.04071044921875,2443456
2012-08-21,192.1510467529297,192.16061401367188,189.64627075195312,189.91395568847656,121.9053955078125,3254420
2012-08-22,189.90440368652344,189.91395568847656,188.2409210205078,188.57553100585938,121.04629516601562,3447721
2012-08-23,188.374755859375,188.69024658203125,186.84512329101562,187.09368896484375,120.09510040283203,2884240
2012-08-24,186.38623046875,189.397705078125,185.65965270996094,189.07266235351562,121.36536407470703,2760917
2012-08-27,189.25430297851562,189.579345703125,187.0076446533203,187.08413696289062,120.08899688720703,2613745
2012-08-28,186.95985412597656,187.48565673828125,185.9464569091797,186.30018615722656,119.58576202392578,2656003
2012-08-29,186.5487518310547,187.41873168945312,186.32887268066406,186.50096130371094,119.71465301513672,2239904
2012-08-30,186.20458984375,186.87380981445312,184.68450927734375,184.86614990234375,118.66526794433594,2866981
2012-08-31,185.7648162841797,187.33270263671875,184.9521942138672,186.28106689453125,119.57350158691406,3340192
2012-09-04,187.9636688232422,188.49903869628906,184.75143432617188,185.98471069335938,119.3832778930664,4722062
2012-09-05,185.8604278564453,187.23709106445312,185.36329650878906,186.46270751953125,119.6900863647461,3464875
2012-09-06,187.62905883789062,190.68833923339844,187.48565673828125,190.3441619873047,122.18158721923828,4112558
2012-09-07,190.36329650878906,190.72657775878906,189.3690185546875,190.72657775878906,122.4270248413086,3570730
2012-09-10,190.6214141845703,192.94454956054688,189.9904327392578,192.11280822753906,123.31684875488281,4401568
2012-09-11,191.73040771484375,194.51242065429688,191.69215393066406,194.33078002929688,124.7406005859375,4090488
2012-09-12,194.56979370117188,195.6501007080078,194.034423828125,194.8087921142578,125.04740905761719,3435064
2012-09-13,195.3919677734375,197.71510314941406,194.51242065429688,197.28489685058594,126.63679504394531,4058062
2012-09-14,197.170166015625,198.51815795898438,196.988525390625,197.71510314941406,126.91300201416016,4243727
2012-09-17,196.51051330566406,198.8432159423828,196.51051330566406,198.04014587402344,127.12162780761719,3425755
2012-09-18,197.7820281982422,198.73805236816406,197.3996124267578,197.9636688232422,127.07249450683594,2590001
2012-09-19,198.4225616455078,198.44168090820312,196.95028686523438,197.35182189941406,126.67975616455078,2725458
2012-09-20,196.7973175048828,197.88719177246094,196.27151489257812,197.11280822753906,126.5263442993164,3911099
2012-09-21,198.2409210205078,198.79541015625,196.86424255371094,196.92160034179688,126.40361785888672,13358989
2012-09-24,196.0038299560547,196.9980926513672,195.88909912109375,196.26194763183594,125.98016357421875,3672611
2012-09-25,196.55831909179688,198.2026824951172,195.93690490722656,195.965576171875,125.78996276855469,3499079
2012-09-26,196.03250122070312,196.92160034179688,194.93307495117188,195.0286865234375,125.18853759765625,3580772
2012-09-27,195.38241577148438,197.8011474609375,195.1625213623047,196.8546905517578,126.36068725585938,2899407
2012-09-28,196.6156768798828,199.15870666503906,196.28106689453125,198.32696533203125,127.3056869506836,5136801
2012-10-01,198.86233520507812,202.4378662109375,198.79541015625,201.21414184570312,129.15902709960938,5707917
2012-10-02,201.68260192871094,202.170166015625,199.33078002929688,200.6118621826172,128.77239990234375,3473766
2012-10-03,200.70745849609375,202.0076446533203,200.09559631347656,201.2523956298828,129.18357849121094,3339146
2012-10-04,201.03250122070312,201.69215393066406,199.35946655273438,201.13766479492188,129.10987854003906,3093545
2012-10-05,201.86424255371094,202.47610473632812,200.82217407226562,201.32887268066406,129.23268127441406,2989886
2012-10-08,200.783935546875,201.37667846679688,200.0095672607422,200.5927276611328,128.76010131835938,2073800
2012-10-09,200.71701049804688,201.47227478027344,198.5659637451172,198.8432159423828,127.63709259033203,3745098
2012-10-10,198.68069458007812,199.07266235351562,196.03250122070312,196.76864624023438,126.30543518066406,4209627
2012-10-11,197.48565673828125,198.15487670898438,196.58700561523438,196.71128845214844,126.26860046386719,3043860
2012-10-12,196.5965576171875,198.8145294189453,196.52008056640625,198.6615753173828,127.52051544189453,2836752
2012-10-15,199.69407653808594,200.1912078857422,198.68069458007812,199.7418670654297,128.21395874023438,3201701
2012-10-16,200.70745849609375,201.72084045410156,200.2581329345703,201.72084045410156,129.48419189453125,5891177
2012-10-17,192.3613739013672,194.46463012695312,189.818359375,191.806884765625,123.12049102783203,13256899
2012-10-18,191.11854553222656,191.3384246826172,185.53536987304688,186.38623046875,119.64099884033203,9723511
2012-10-19,186.70172119140625,187.4569854736328,184.68450927734375,184.85659790039062,118.65909576416016,6924834
2012-10-22,185.1912078857422,186.11854553222656,183.97705078125,185.85086059570312,119.29732513427734,4605015
2012-10-23,185.0191192626953,185.46844482421875,182.5430145263672,182.83938598632812,117.3642349243164,4631060
2012-10-24,183.97705078125,184.7896728515625,182.1797332763672,182.33270263671875,117.0390396118164,3909948
2012-10-25,182.9923553466797,183.97705078125,182.32313537597656,183.1739959716797,117.57905578613281,3399082
2012-10-26,183.06883239746094,185.3441619873047,183.04971313476562,184.7705535888672,118.6039047241211,4190799
2012-10-31,186.2332763671875,187.7724609375,185.11471557617188,185.9751434326172,119.37712860107422,6330706
2012-11-01,186.11854553222656,189.1873779296875,185.9942626953125,188.47991943359375,120.98487854003906,3931705
2012-11-02,188.8432159423828,189.29254150390625,184.7896728515625,184.92352294921875,118.70207977294922,4456065
2012-11-05,183.90057373046875,186.3957977294922,183.5659637451172,185.602294921875,119.13775634765625,2862065
2012-11-06,186.67303466796875,188.09751892089844,186.11854553222656,186.49139404296875,119.70855712890625,3431926
2012-11-07,184.85659790039062,185.1625213623047,182.7533416748047,182.7533416748047,117.82244873046875,4964525
2012-11-08,182.9827880859375,183.374755859375,181.73040771484375,181.73995971679688,117.16905212402344,3705141
2012-11-09,181.50096130371094,183.2122344970703,180.5736083984375,181.30018615722656,116.88555908203125,3840494
2012-11-12,181.67303466796875,182.3804931640625,179.1682586669922,180.92733764648438,116.64521026611328,3208500
2012-11-13,180.10516357421875,182.48565673828125,179.9713134765625,180.03823852539062,116.07195281982422,3563408
2012-11-14,180.82217407226562,180.9464569091797,177.13192749023438,177.35182189941406,114.34002685546875,4607002
2012-11-15,177.65774536132812,178.96749877929688,176.65391540527344,177.67686462402344,114.54955291748047,3568638
2012-11-16,178.13575744628906,179.31166076660156,176.95985412597656,178.71893310546875,115.22144317626953,4875197
2012-11-19,180.32504272460938,182.0172119140625,180.0191192626953,181.97897338867188,117.32321166992188,3753989
2012-11-20,181.52963256835938,181.74952697753906,179.9713134765625,180.87954711914062,116.61438751220703,3316029
2012-11-21,180.9751434326172,182.49522399902344,180.64053344726562,181.92160034179688,117.2862319946289,5428322
2012-11-23,182.6003875732422,184.9808807373047,182.4091796875,184.9808807373047,119.2585678100586,4055970
2012-11-26,183.9866180419922,184.86614990234375,183.33651733398438,184.397705078125,118.88255310058594,5449974
2012-11-27,183.6328887939453,184.5602264404297,182.6003875732422,182.8202667236328,117.86555480957031,3442281
2012-11-28,182.58126831054688,183.5946502685547,180.9464569091797,183.53729248046875,118.32786560058594,3769366
2012-11-29,184.27342224121094,184.4168243408203,181.8355712890625,183.10707092285156,118.05049896240234,4265483
2012-11-30,183.31739807128906,183.55641174316406,181.16635131835938,181.71128845214844,117.15055084228516,5163474
2012-12-03,182.37094116210938,182.88719177246094,180.07647705078125,181.14723205566406,116.78697204589844,3503682
2012-12-04,181.3671112060547,182.3613739013672,180.70745849609375,181.03250122070312,116.71302032470703,4174272
2012-12-05,180.69789123535156,181.12811279296875,178.71893310546875,180.35372924804688,116.2753677368164,4395397
2012-12-06,180.85086059570312,181.81643676757812,180.12428283691406,181.35755920410156,116.92253875732422,3364564
2012-12-07,181.7781982421875,183.7476043701172,181.74952697753906,183.50860595703125,118.3093490600586,4279500
2012-12-10,183.71893310546875,185.0286865234375,183.2218017578125,184.14913940429688,118.72232055664062,3596671
2012-12-11,184.68450927734375,186.2332763671875,184.6558380126953,185.65965270996094,119.6961898803711,4334624
2012-12-12,186.0420684814453,186.1854705810547,183.9961700439453,184.46463012695312,118.92568969726562,4437027
2012-12-13,183.72848510742188,184.5602264404297,182.95411682128906,183.54684448242188,118.33403778076172,3789867
2012-12-14,183.26004028320312,184.89483642578125,182.8489532470703,183.32696533203125,118.19229888916016,4002937
2012-12-17,183.32696533203125,185.38241577148438,183.32696533203125,185.10516357421875,119.33866882324219,3966850
2012-12-18,185.32504272460938,187.30401611328125,185.31549072265625,187.08413696289062,120.61449432373047,4315691
